dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group
0255,Torchic,3,Fire,,Chick Pokémon,0.4,2.5,Blaze,Speed Boost,,45,60,40,70,50,45,310,1 Sp. Atk,45,50,62,Medium Slow,Field,,87.5,12.5,20,Ordinary
0256,Combusken,3,Fire,Fighting,Young Fowl Pokémon,0.9,19.5,Blaze,Speed Boost,,60,85,60,85,60,55,405,"1 Attack, 1 Sp. Atk",45,50,142,Medium Slow,Field,,87.5,12.5,20,Ordinary
0257,Blaziken,3,Fire,Fighting,Blaze Pokémon,1.9,52.0,Blaze,Speed Boost,,80,120,70,110,70,80,530,3 Attack,45,50,239,Medium Slow,Field,,87.5,12.5,20,Ordinary
0258,Mudkip,3,Water,,Mud Fish Pokémon,0.4,7.6,Torrent,Damp,,50,70,50,50,50,40,310,1 Attack,45,50,62,Medium Slow,Monster ,Water 1,87.5,12.5,20,Ordinary
0259,Marshtomp,3,Water,Ground,Mud Fish Pokémon,0.7,28.0,Torrent,Damp,,70,85,70,60,70,50,405,2 Attack,45,50,142,Medium Slow,Monster ,Water 1,87.5,12.5,20,Ordinary
0260,Swampert,3,Water,Ground,Mud Fish Pokémon,1.5,81.9,Torrent,Damp,,100,110,90,85,90,60,535,3 Attack,45,50,241,Medium Slow,Monster ,Water 1,87.5,12.5,20,Ordinary
0261,Poochyena,3,Dark,,Bite Pokémon,0.5,13.6,Run Away,Quick Feet,Rattled,35,55,35,30,30,35,220,1 Attack,255,50,56,Medium Fast,Field,,50.0,50.0,15,Ordinary
0262,Mightyena,3,Dark,,Bite Pokémon,1.0,37.0,Intimidate,Quick Feet,Moxie,70,90,70,60,60,70,420,2 Attack,127,50,147,Medium Fast,Field,,50.0,50.0,15,Ordinary
0263,Zigzagoon,3,Normal,,TinyRaccoon Pokémon,0.4,17.5,Pickup,Gluttony,Quick Feet,38,30,41,30,41,60,240,1 Speed,255,50,56,Medium Fast,Field,,50.0,50.0,15,Ordinary
0264,Linoone,3,Normal,,Rushing Pokémon,0.5,32.5,Pickup,Gluttony,Quick Feet,78,70,61,50,61,100,420,2 Speed,90,50,147,Medium Fast,Field,,50.0,50.0,15,Ordinary
0265,Wurmple,3,Bug,,Worm Pokémon,0.3,3.6,Shield Dust,Run Away,,45,45,35,20,30,20,195,1 HP,255,50,56,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0266,Silcoon,3,Bug,,Cocoon Pokémon,0.6,10.0,Shed Skin,,,50,35,55,25,25,15,205,2 Defense,120,50,72,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0267,Beautifly,3,Bug,Flying,Butterfly Pokémon,1.0,28.4,Swarm,Rivalry,,60,70,50,100,50,65,395,3 Sp. Atk,45,50,178,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0268,Cascoon,3,Bug,,Cocoon Pokémon,0.7,11.5,Shed Skin,,,50,35,55,25,25,15,205,2 Defense,120,50,72,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0269,Dustox,3,Bug,Poison,Poison Moth Pokémon,1.2,31.6,Shield Dust,Compound Eyes,,60,50,70,50,90,65,385,3 Sp. Def,45,50,173,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0270,Lotad,3,Water,Grass,Water Weed Pokémon,0.5,2.6,Swift Swim,Rain Dish,Own Tempo,40,30,30,40,50,30,220,1 Sp. Def,255,50,44,Medium Slow,Grass ,Water 1,50.0,50.0,15,Ordinary
0271,Lombre,3,Water,Grass,Jolly Pokémon,1.2,32.5,Swift Swim,Rain Dish,Own Tempo,60,50,50,60,70,50,340,2 Sp. Def,120,50,119,Medium Slow,Grass ,Water 1,50.0,50.0,15,Ordinary
0272,Ludicolo,3,Water,Grass,Carefree Pokémon,1.5,55.0,Swift Swim,Rain Dish,Own Tempo,80,70,70,90,100,70,480,3 Sp. Def,45,50,216,Medium Slow,Grass ,Water 1,50.0,50.0,15,Ordinary
0273,Seedot,3,Grass,,Acorn Pokémon,0.5,4.0,Chlorophyll,Early Bird,Pickpocket,40,40,50,30,30,30,220,1 Defense,255,50,44,Medium Slow,Field ,Grass,50.0,50.0,15,Ordinary
0274,Nuzleaf,3,Grass,Dark,Wily Pokémon,1.0,28.0,Chlorophyll,Early Bird,Pickpocket,70,70,40,60,40,60,340,2 Attack,120,50,119,Medium Slow,Field ,Grass,50.0,50.0,15,Ordinary
0275,Shiftry,3,Grass,Dark,Wicked Pokémon,1.3,59.6,Chlorophyll,Early Bird,Pickpocket,90,100,60,90,60,80,480,3 Attack,45,50,216,Medium Slow,Field ,Grass,50.0,50.0,15,Ordinary
0276,Taillow,3,Normal,Flying,TinySwallow Pokémon,0.3,2.3,Guts,Scrappy,,40,55,30,30,30,85,270,1 Speed,200,50,54,Medium Slow,Flying,,50.0,50.0,15,Ordinary
0277,Swellow,3,Normal,Flying,Swallow Pokémon,0.7,19.8,Guts,Scrappy,,60,85,60,75,50,125,455,2 Speed,45,50,159,Medium Slow,Flying,,50.0,50.0,15,Ordinary
0278,Wingull,3,Water,Flying,Seagull Pokémon,0.6,9.5,Keen Eye,Hydration,Rain Dish,40,30,30,55,30,85,270,1 Speed,190,50,54,Medium Fast,Flying ,Water 1,50.0,50.0,20,Ordinary
0279,Pelipper,3,Water,Flying,Water Bird Pokémon,1.2,28.0,Keen Eye,Drizzle,Rain Dish,60,50,100,95,70,65,440,2 Defense,45,50,154,Medium Fast,Flying ,Water 1,50.0,50.0,20,Ordinary
0280,Ralts,3,Psychic,,Feeling Pokémon,0.4,6.6,Synchronize,Trace,Telepathy,28,25,25,45,35,40,198,1 Sp. Atk,235,35,40,Slow,Amorphous ,Human-Like,50.0,50.0,20,Ordinary
0281,Kirlia,3,Psychic,,Emotion Pokémon,0.8,20.2,Synchronize,Trace,Telepathy,38,35,35,65,55,50,278,2 Sp. Atk,120,35,97,Slow,Amorphous ,Human-Like,50.0,50.0,20,Ordinary
0282,Gardevoir,3,Psychic,,Embrace Pokémon,1.6,48.4,Synchronize,Trace,Telepathy,68,65,65,125,115,80,518,3 Sp. Atk,45,35,259,Slow,Amorphous ,Human-Like,50.0,50.0,20,Ordinary
0283,Surskit,3,Bug,Water,Pond Skater Pokémon,0.5,1.7,Swift Swim,Rain Dish,,40,30,32,50,52,65,269,1 Speed,200,50,54,Medium Fast,Bug ,Water 1,50.0,50.0,15,Ordinary
0284,Masquerain,3,Bug,Flying,Eyeball Pokémon,0.8,3.6,Intimidate,Unnerve,,70,60,62,100,82,80,454,"1 Sp. Atk, 1 Sp. Def",75,50,159,Medium Fast,Bug ,Water 1,50.0,50.0,15,Ordinary
0285,Shroomish,3,Grass,,Mushroom Pokémon,0.4,4.5,Effect Spore,Poison Heal,Quick Feet,60,40,60,40,60,35,295,1 HP,255,50,59,Fluctuating,Fairy ,Grass,50.0,50.0,15,Ordinary
0286,Breloom,3,Grass,Fighting,Mushroom Pokémon,1.2,39.2,Effect Spore,Poison Heal,Technician,60,130,80,60,60,70,460,2 Attack,90,50,161,Fluctuating,Fairy ,Grass,50.0,50.0,15,Ordinary
0287,Slakoth,3,Normal,,Slacker Pokémon,0.8,24.0,Truant,,,60,60,60,35,35,30,280,1 HP,255,50,56,Slow,Field,,50.0,50.0,15,Ordinary
0288,Vigoroth,3,Normal,,Wild Monkey Pokémon,1.4,46.5,Vital Spirit,,,80,80,80,55,55,90,440,2 Speed,120,50,154,Slow,Field,,50.0,50.0,15,Ordinary
0289,Slaking,3,Normal,,Lazy Pokémon,2.0,130.5,Truant,,,150,160,100,95,65,100,670,3 HP,45,50,285,Slow,Field,,50.0,50.0,15,Ordinary
0290,Nincada,3,Bug,Ground,Trainee Pokémon,0.5,5.5,Compound Eyes,Run Away,,31,45,90,30,30,40,266,1 Defense,255,50,53,Erratic,Bug,,50.0,50.0,15,Ordinary
0291,Ninjask,3,Bug,Flying,Ninja Pokémon,0.8,12.0,Speed Boost,Infiltrator,,61,90,45,50,50,160,456,2 Speed,120,50,160,Erratic,Bug,,50.0,50.0,15,Ordinary
0292,Shedinja,3,Bug,Ghost,Shed Pokémon,0.8,1.2,Wonder Guard,,,1,90,45,30,30,40,236,2 HP,45,50,83,Erratic,Mineral,,,,15,Ordinary
0293,Whismur,3,Normal,,Whisper Pokémon,0.6,16.3,Soundproof,Rattled,,64,51,23,51,23,28,240,1 HP,190,50,48,Medium Slow,Field ,Monster,50.0,50.0,20,Ordinary
0294,Loudred,3,Normal,,Big Voice Pokémon,1.0,40.5,Soundproof,Scrappy,,84,71,43,71,43,48,360,2 HP,120,50,126,Medium Slow,Field ,Monster,50.0,50.0,20,Ordinary
0295,Exploud,3,Normal,,Loud Noise Pokémon,1.5,84.0,Soundproof,Scrappy,,104,91,63,91,73,68,490,3 HP,45,50,221,Medium Slow,Field ,Monster,50.0,50.0,20,Ordinary
0296,Makuhita,3,Fighting,,Guts Pokémon,1.0,86.4,Thick Fat,Guts,Sheer Force,72,60,30,20,30,25,237,1 HP,180,50,47,Fluctuating,Human-Like,,75.0,25.0,20,Ordinary
0297,Hariyama,3,Fighting,,Arm Thrust Pokémon,2.3,253.8,Thick Fat,Guts,Sheer Force,144,120,60,40,60,50,474,2 HP,200,50,166,Fluctuating,Human-Like,,75.0,25.0,20,Ordinary
0298,Azurill,3,Normal,,Polka Dot Pokémon,0.2,2.0,Thick Fat,Huge Power,Sap Sipper,50,20,40,20,40,20,190,1 HP,150,50,38,Fast,Undiscovered,,25.0,75.0,10,Baby Pokemon
0299,Nosepass,3,Rock,,Compass Pokémon,1.0,97.0,Sturdy,Magnet Pull,Sand Force,30,45,135,45,90,30,375,1 Defense,255,50,75,Medium Fast,Mineral,,50.0,50.0,20,Ordinary
0300,Skitty,3,Normal,,Kitten Pokémon,0.6,11.0,Cute Charm,Normalize,Wonder Skin,50,45,45,35,35,50,260,1 Speed,255,50,52,Fast,Fairy ,Field,25.0,75.0,15,Ordinary
0301,Delcatty,3,Normal,,Prim Pokémon,1.1,32.6,Cute Charm,Normalize,Wonder Skin,70,65,65,55,55,90,400,"1 HP, 1 Speed",60,50,140,Fast,Fairy ,Field,25.0,75.0,15,Ordinary
0302,Sableye,3,Dark,Ghost,Darkness Pokémon,0.5,11.0,Keen Eye,Stall,Prankster,50,75,75,65,65,50,380,"1 Attack, 1 Defense",45,35,133,Medium Slow,Human-Like,,50.0,50.0,25,Ordinary
0303,Mawile,3,Steel,,Deceiver Pokémon,0.6,11.5,Hyper Cutter,Intimidate,Sheer Force,50,85,85,55,55,50,380,"1 Attack, 1 Defense",45,50,133,Fast,Fairy ,Field,50.0,50.0,20,Ordinary
0304,Aron,3,Steel,Rock,Iron Armor Pokémon,0.4,60.0,Sturdy,Rock Head,Heavy Metal,50,70,100,40,40,30,330,1 Defense,180,35,66,Slow,Monster,,50.0,50.0,35,Ordinary
0305,Lairon,3,Steel,Rock,Iron Armor Pokémon,0.9,120.0,Sturdy,Rock Head,Heavy Metal,60,90,140,50,50,40,430,2 Defense,90,35,151,Slow,Monster,,50.0,50.0,35,Ordinary
0306,Aggron,3,Steel,Rock,Iron Armor Pokémon,2.1,360.0,Sturdy,Rock Head,Heavy Metal,70,110,180,60,60,50,530,3 Defense,45,35,239,Slow,Monster,,50.0,50.0,35,Ordinary
0307,Meditite,3,Fighting,Psychic,Meditate Pokémon,0.6,11.2,Pure Power,Telepathy,,30,40,55,40,55,60,280,1 Speed,180,50,56,Medium Fast,Human-Like,,50.0,50.0,20,Ordinary
0308,Medicham,3,Fighting,Psychic,Meditate Pokémon,1.3,31.5,Pure Power,Telepathy,,60,60,75,60,75,80,410,2 Speed,90,50,144,Medium Fast,Human-Like,,50.0,50.0,20,Ordinary
0309,Electrike,3,Electric,,Lightning Pokémon,0.6,15.2,Static,Lightning Rod,Minus,40,45,40,65,40,65,295,1 Speed,120,50,59,Slow,Field,,50.0,50.0,20,Ordinary
0310,Manectric,3,Electric,,Discharge Pokémon,1.5,40.2,Static,Lightning Rod,Minus,70,75,60,105,60,105,475,2 Speed,45,50,166,Slow,Field,,50.0,50.0,20,Ordinary
0311,Plusle,3,Electric,,Cheering Pokémon,0.4,4.2,Plus,Lightning Rod,,60,50,40,85,75,95,405,1 Speed,200,50,142,Medium Fast,Fairy,,50.0,50.0,20,Ordinary
0312,Minun,3,Electric,,Cheering Pokémon,0.4,4.2,Minus,Volt Absorb,,60,40,50,75,85,95,405,1 Speed,200,50,142,Medium Fast,Fairy,,50.0,50.0,20,Ordinary
0313,Volbeat,3,Bug,,Firefly Pokémon,0.7,17.7,Illuminate,Swarm,Prankster,65,73,75,47,85,85,430,1 Speed,150,50,151,Erratic,Bug ,Human-Like,100.0,0.0,15,Ordinary
0314,Illumise,3,Bug,,Firefly Pokémon,0.6,17.7,Oblivious,Tinted Lens,Prankster,65,47,75,73,85,85,430,1 Speed,150,50,151,Fluctuating,Bug ,Human-Like,0.0,100.0,15,Ordinary
0315,Roselia,3,Grass,Poison,Thorn Pokémon,0.3,2.0,Natural Cure,Poison Point,Leaf Guard,50,60,45,100,80,65,400,2 Sp. Atk,150,50,140,Medium Slow,Fairy ,Grass,50.0,50.0,20,Ordinary
0316,Gulpin,3,Poison,,Stomach Pokémon,0.4,10.3,Liquid Ooze,Sticky Hold,Gluttony,70,43,53,43,53,40,302,1 HP,225,50,60,Fluctuating,Amorphous,,50.0,50.0,20,Ordinary
0317,Swalot,3,Poison,,Poison Bag Pokémon,1.7,80.0,Liquid Ooze,Sticky Hold,Gluttony,100,73,83,73,83,55,467,2 HP,75,50,163,Fluctuating,Amorphous,,50.0,50.0,20,Ordinary
0318,Carvanha,3,Water,Dark,Savage Pokémon,0.8,20.8,Rough Skin,Speed Boost,,45,90,20,65,20,65,305,1 Attack,225,35,61,Slow,Water 2,,50.0,50.0,20,Ordinary
0319,Sharpedo,3,Water,Dark,Brutal Pokémon,1.8,88.8,Rough Skin,Speed Boost,,70,120,40,95,40,95,460,2 Attack,60,35,161,Slow,Water 2,,50.0,50.0,20,Ordinary
0320,Wailmer,3,Water,,Ball Whale Pokémon,2.0,130.0,Water Veil,Oblivious,Pressure,130,70,35,70,35,60,400,1 HP,125,50,80,Fluctuating,Field ,Water 2,50.0,50.0,40,Ordinary
0321,Wailord,3,Water,,Float Whale Pokémon,14.5,398.0,Water Veil,Oblivious,Pressure,170,90,45,90,45,60,500,2 HP,60,50,175,Fluctuating,Field ,Water 2,50.0,50.0,40,Ordinary
0322,Numel,3,Fire,Ground,Numb Pokémon,0.7,24.0,Oblivious,Simple,Own Tempo,60,60,40,65,45,35,305,1 Sp. Atk,255,50,61,Medium Fast,Field,,50.0,50.0,20,Ordinary
0323,Camerupt,3,Fire,Ground,Eruption Pokémon,1.9,220.0,Magma Armor,Solid Rock,Anger Point,70,100,70,105,75,40,460,"1 Attack, 1 Sp. Atk",150,50,161,Medium Fast,Field,,50.0,50.0,20,Ordinary
0324,Torkoal,3,Fire,,Coal Pokémon,0.5,80.4,White Smoke,Drought,Shell Armor,70,85,140,85,70,20,470,2 Defense,90,50,165,Medium Fast,Field,,50.0,50.0,20,Ordinary
0325,Spoink,3,Psychic,,Bounce Pokémon,0.7,30.6,Thick Fat,Own Tempo,Gluttony,60,25,35,70,80,60,330,1 Sp. Def,255,50,66,Fast,Field,,50.0,50.0,20,Ordinary
0326,Grumpig,3,Psychic,,Manipulate Pokémon,0.9,71.5,Thick Fat,Own Tempo,Gluttony,80,45,65,90,110,80,470,2 Sp. Def,60,50,165,Fast,Field,,50.0,50.0,20,Ordinary
0327,Spinda,3,Normal,,Spot Panda Pokémon,1.1,5.0,Own Tempo,Tangled Feet,Contrary,60,60,60,60,60,60,360,1 Sp. Atk,255,50,126,Fast,Field ,Human-Like,50.0,50.0,15,Ordinary
0328,Trapinch,3,Ground,,Ant Pit Pokémon,0.7,15.0,Hyper Cutter,Arena Trap,Sheer Force,45,100,45,45,45,10,290,1 Attack,255,50,58,Medium Slow,Bug ,Dragon,50.0,50.0,20,Ordinary
0329,Vibrava,3,Ground,Dragon,Vibration Pokémon,1.1,15.3,Levitate,,,50,70,50,50,50,70,340,"1 Attack, 1 Speed",120,50,119,Medium Slow,Bug ,Dragon,50.0,50.0,20,Ordinary
0330,Flygon,3,Ground,Dragon,Mystic Pokémon,2.0,82.0,Levitate,,,80,100,80,80,80,100,520,"1 Attack, 2 Speed",45,50,234,Medium Slow,Bug ,Dragon,50.0,50.0,20,Ordinary
0331,Cacnea,3,Grass,,Cactus Pokémon,0.4,51.3,Sand Veil,Water Absorb,,50,85,40,85,40,35,335,1 Sp. Atk,190,35,67,Medium Slow,Grass ,Human-Like,50.0,50.0,20,Ordinary
0332,Cacturne,3,Grass,Dark,Scarecrow Pokémon,1.3,77.4,Sand Veil,Water Absorb,,70,115,60,115,60,55,475,"1 Attack, 1 Sp. Atk",60,35,166,Medium Slow,Grass ,Human-Like,50.0,50.0,20,Ordinary
0333,Swablu,3,Normal,Flying,Cotton Bird Pokémon,0.4,1.2,Natural Cure,Cloud Nine,,45,40,60,40,75,50,310,1 Sp. Def,255,50,62,Erratic,Dragon ,Flying,50.0,50.0,20,Ordinary
0334,Altaria,3,Dragon,Flying,Humming Pokémon,1.1,20.6,Natural Cure,Cloud Nine,,75,70,90,70,105,80,490,2 Sp. Def,45,50,172,Erratic,Dragon ,Flying,50.0,50.0,20,Ordinary
0335,Zangoose,3,Normal,,Cat Ferret Pokémon,1.3,40.3,Immunity,Toxic Boost,,73,115,60,60,60,90,458,2 Attack,90,50,160,Erratic,Field,,50.0,50.0,20,Ordinary
0336,Seviper,3,Poison,,Fang Snake Pokémon,2.7,52.5,Shed Skin,Infiltrator,,73,100,60,100,60,65,458,"1 Attack, 1 Sp. Atk",90,50,160,Fluctuating,Dragon ,Field,50.0,50.0,20,Ordinary
0337,Lunatone,3,Rock,Psychic,Meteorite Pokémon,1.0,168.0,Levitate,,,90,55,65,95,85,70,460,2 Sp. Atk,45,50,161,Fast,Mineral,,,,25,Ordinary
0338,Solrock,3,Rock,Psychic,Meteorite Pokémon,1.2,154.0,Levitate,,,90,95,85,55,65,70,460,2 Attack,45,50,161,Fast,Mineral,,,,25,Ordinary
0339,Barboach,3,Water,Ground,Whiskers Pokémon,0.4,1.9,Oblivious,Anticipation,Hydration,50,48,43,46,41,60,288,1 HP,190,50,58,Medium Fast,Water 2,,50.0,50.0,20,Ordinary
0340,Whiscash,3,Water,Ground,Whiskers Pokémon,0.9,23.6,Oblivious,Anticipation,Hydration,110,78,73,76,71,60,468,2 HP,75,50,164,Medium Fast,Water 2,,50.0,50.0,20,Ordinary
0341,Corphish,3,Water,,Ruffian Pokémon,0.6,11.5,Hyper Cutter,Shell Armor,Adaptability,43,80,65,50,35,35,308,1 Attack,205,50,62,Fluctuating,Water 1 ,Water 3,50.0,50.0,15,Ordinary
0342,Crawdaunt,3,Water,Dark,Rogue Pokémon,1.1,32.8,Hyper Cutter,Shell Armor,Adaptability,63,120,85,90,55,55,468,2 Attack,155,50,164,Fluctuating,Water 1 ,Water 3,50.0,50.0,15,Ordinary
0343,Baltoy,3,Ground,Psychic,Clay Doll Pokémon,0.5,21.5,Levitate,,,40,40,55,40,70,55,300,1 Sp. Def,255,50,60,Medium Fast,Mineral,,,,20,Ordinary
0344,Claydol,3,Ground,Psychic,Clay Doll Pokémon,1.5,108.0,Levitate,,,60,70,105,70,120,75,500,2 Sp. Def,90,50,175,Medium Fast,Mineral,,,,20,Ordinary
0345,Lileep,3,Rock,Grass,Sea Lily Pokémon,1.0,23.8,Suction Cups,Storm Drain,,66,41,77,61,87,23,355,1 Sp. Def,45,50,71,Erratic,Water 3,,87.5,12.5,30,Fossil
0346,Cradily,3,Rock,Grass,Barnacle Pokémon,1.5,60.4,Suction Cups,Storm Drain,,86,81,97,81,107,43,495,2 Sp. Def,45,50,173,Erratic,Water 3,,87.5,12.5,30,Fossil
0347,Anorith,3,Rock,Bug,Old Shrimp Pokémon,0.7,12.5,Battle Armor,Swift Swim,,45,95,50,40,50,75,355,1 Attack,45,50,71,Erratic,Water 3,,87.5,12.5,30,Fossil
0348,Armaldo,3,Rock,Bug,Plate Pokémon,1.5,68.2,Battle Armor,Swift Swim,,75,125,100,70,80,45,495,2 Attack,45,50,173,Erratic,Water 3,,87.5,12.5,30,Fossil
0349,Feebas,3,Water,,Fish Pokémon,0.6,7.4,Swift Swim,Oblivious,Adaptability,20,15,20,10,55,80,200,1 Speed,255,50,40,Erratic,Dragon ,Water 1,50.0,50.0,20,Ordinary
0350,Milotic,3,Water,,Tender Pokémon,6.2,162.0,Marvel Scale,Competitive,Cute Charm,95,60,79,100,125,81,540,2 Sp. Def,60,50,189,Erratic,Dragon ,Water 1,50.0,50.0,20,Ordinary
0351,Castform,3,Normal,,Weather Pokémon,0.3,0.8,Forecast,,,70,70,70,70,70,70,420,1 HP,45,50,147,Medium Fast,Amorphous ,Fairy,50.0,50.0,25,Ordinary
0352,Kecleon,3,Normal,,Color Swap Pokémon,1.0,22.0,Color Change,Protean,,60,90,70,60,120,40,440,1 Sp. Def,200,50,154,Medium Slow,Field,,50.0,50.0,20,Ordinary
0353,Shuppet,3,Ghost,,Puppet Pokémon,0.6,2.3,Insomnia,Frisk,Cursed Body,44,75,35,63,33,45,295,1 Attack,225,35,59,Fast,Amorphous,,50.0,50.0,25,Ordinary
0354,Banette,3,Ghost,,Marionette Pokémon,1.1,12.5,Insomnia,Frisk,Cursed Body,64,115,65,83,63,65,455,2 Attack,45,35,159,Fast,Amorphous,,50.0,50.0,25,Ordinary
0355,Duskull,3,Ghost,,Requiem Pokémon,0.8,15.0,Levitate,Frisk,,20,40,90,30,90,25,295,1 Sp. Def,190,35,59,Fast,Amorphous,,50.0,50.0,25,Ordinary
0356,Dusclops,3,Ghost,,Beckon Pokémon,1.6,30.6,Pressure,Frisk,,40,70,130,60,130,25,455,"1 Defense, 1 Sp. Def",90,35,159,Fast,Amorphous,,50.0,50.0,25,Ordinary
0357,Tropius,3,Grass,Flying,Fruit Pokémon,2.0,100.0,Chlorophyll,Solar Power,Harvest,99,68,83,72,87,51,460,2 HP,200,50,161,Slow,Grass ,Monster,50.0,50.0,25,Ordinary
0358,Chimecho,3,Psychic,,Wind Chime Pokémon,0.6,1.0,Levitate,,,75,50,80,95,90,65,455,"1 Sp. Atk, 1 Sp. Def",45,50,159,Fast,Amorphous,,50.0,50.0,25,Ordinary
0359,Absol,3,Dark,,Disaster Pokémon,1.2,47.0,Pressure,Super Luck,Justified,65,130,60,75,60,75,465,2 Attack,30,35,163,Medium Slow,Field,,50.0,50.0,25,Ordinary
0360,Wynaut,3,Psychic,,Bright Pokémon,0.6,14.0,Shadow Tag,Telepathy,,95,23,48,23,48,23,260,1 HP,125,50,52,Medium Fast,Undiscovered,,50.0,50.0,20,Baby Pokemon
0361,Snorunt,3,Ice,,Snow Hat Pokémon,0.7,16.8,Inner Focus,Ice Body,Moody,50,50,50,50,50,50,300,1 HP,190,50,60,Medium Fast,Fairy ,Mineral,50.0,50.0,20,Ordinary
0362,Glalie,3,Ice,,Face Pokémon,1.5,256.5,Inner Focus,Ice Body,Moody,80,80,80,80,80,80,480,2 HP,75,50,168,Medium Fast,Fairy ,Mineral,50.0,50.0,20,Ordinary
0363,Spheal,3,Ice,Water,Clap Pokémon,0.8,39.5,Thick Fat,Ice Body,Oblivious,70,40,50,55,50,25,290,1 HP,255,50,58,Medium Slow,Field ,Water 1,50.0,50.0,20,Ordinary
0364,Sealeo,3,Ice,Water,Ball Roll Pokémon,1.1,87.6,Thick Fat,Ice Body,Oblivious,90,60,70,75,70,45,410,2 HP,120,50,144,Medium Slow,Field ,Water 1,50.0,50.0,20,Ordinary
0365,Walrein,3,Ice,Water,Ice Break Pokémon,1.4,150.6,Thick Fat,Ice Body,Oblivious,110,80,90,95,90,65,530,3 HP,45,50,239,Medium Slow,Field ,Water 1,50.0,50.0,20,Ordinary
0366,Clamperl,3,Water,,Bivalve Pokémon,0.4,52.5,Shell Armor,Rattled,,35,64,85,74,55,32,345,1 Defense,255,50,69,Erratic,Water 1,,50.0,50.0,20,Ordinary
0367,Huntail,3,Water,,Deep Sea Pokémon,1.7,27.0,Swift Swim,Water Veil,,55,104,105,94,75,52,485,"1 Attack, 1 Defense",60,50,170,Erratic,Water 1,,50.0,50.0,20,Ordinary
0368,Gorebyss,3,Water,,South Sea Pokémon,1.8,22.6,Swift Swim,Hydration,,55,84,105,114,75,52,485,2 Sp. Atk,60,50,170,Erratic,Water 1,,50.0,50.0,20,Ordinary
0369,Relicanth,3,Water,Rock,Longevity Pokémon,1.0,23.4,Swift Swim,Rock Head,Sturdy,100,90,130,45,65,55,485,"1 HP, 1 Defense",25,50,170,Slow,Water 1 ,Water 2,87.5,12.5,40,Ordinary
0370,Luvdisc,3,Water,,Rendezvous Pokémon,0.6,8.7,Swift Swim,Hydration,,43,30,55,40,65,97,330,1 Speed,225,50,116,Fast,Water 2,,25.0,75.0,20,Ordinary
0371,Bagon,3,Dragon,,Rock Head Pokémon,0.6,42.1,Rock Head,Sheer Force,,45,75,60,40,30,50,300,1 Attack,45,35,60,Slow,Dragon,,50.0,50.0,40,Ordinary
0372,Shelgon,3,Dragon,,Endurance Pokémon,1.1,110.5,Rock Head,Overcoat,,65,95,100,60,50,50,420,2 Defense,45,35,147,Slow,Dragon,,50.0,50.0,40,Ordinary
0373,Salamence,3,Dragon,Flying,Dragon Pokémon,1.5,102.6,Intimidate,Moxie,,95,135,80,110,80,100,600,3 Attack,45,35,300,Slow,Dragon,,50.0,50.0,40,Ordinary
0374,Beldum,3,Steel,Psychic,Iron Ball Pokémon,0.6,95.2,Clear Body,Light Metal,,40,55,80,35,60,30,300,1 Defense,3,35,60,Slow,Mineral,,,,40,Ordinary
0375,Metang,3,Steel,Psychic,Iron Claw Pokémon,1.2,202.5,Clear Body,Light Metal,,60,75,100,55,80,50,420,2 Defense,3,35,147,Slow,Mineral,,,,40,Ordinary
0376,Metagross,3,Steel,Psychic,Iron Leg Pokémon,1.6,550.0,Clear Body,Light Metal,,80,135,130,95,90,70,600,3 Defense,3,35,270,Slow,Mineral,,,,40,Ordinary
0377,Regirock,3,Rock,,Rock Peak Pokémon,1.7,230.0,Clear Body,Sturdy,,80,100,200,50,100,50,580,3 Defense,3,35,261,Slow,Undiscovered,,,,80,Legendary
0378,Regice,3,Ice,,Iceberg Pokémon,1.8,175.0,Clear Body,Ice Body,,80,50,100,100,200,50,580,3 Sp. Def,3,35,261,Slow,Undiscovered,,,,80,Legendary
0379,Registeel,3,Steel,,Iron Pokémon,1.9,205.0,Clear Body,Light Metal,,80,75,150,75,150,50,580,"2 Defense, 1 Sp. Def",3,35,261,Slow,Undiscovered,,,,80,Legendary
0380,Latias,3,Dragon,Psychic,Eon Pokémon,1.4,40.0,Levitate,,,80,80,90,110,130,110,600,3 Sp. Def,3,90,270,Slow,Undiscovered,,0.0,100.0,120,Legendary
0381,Latios,3,Dragon,Psychic,Eon Pokémon,2.0,60.0,Levitate,,,80,90,80,130,110,110,600,3 Sp. Atk,3,90,270,Slow,Undiscovered,,100.0,0.0,120,Legendary
0382,Kyogre,3,Water,,Sea Basin Pokémon,4.5,352.0,Drizzle,,,100,100,90,150,140,90,670,3 Sp. Atk,3,0,335,Slow,Undiscovered,,,,120,Legendary
0383,Groudon,3,Ground,,Continent Pokémon,3.5,950.0,Drought,,,100,150,140,100,90,90,670,3 Attack,3,0,335,Slow,Undiscovered,,,,120,Legendary
